GB_GCA_000010565.1	370438
GB_GCA_000013845.1	289380
GB_GCA_000013925.1	362242
GB_GCA_000016485.1	374931
GB_GCA_000018565.1	316274
GB_GCA_000021525.1	562019
GB_GCA_000024525.1	504472
GB_GCA_000091165.1	671143
GB_GCA_000147035.1	706194
GB_GCA_000148975.2	871237
GB_GCA_000158535.2	556264
GB_GCA_000163995.1	683083
GB_GCA_000167695.1	339854
GB_GCA_000169735.1	374927
GB_GCA_000169755.1	375432
GB_GCA_000169855.1	375063
GB_GCA_000170815.1	50743
GB_GCA_000172195.1	499171
GB_GCA_000180055.1	904293
GB_GCA_000180115.1	573061
GB_GCA_000183865.1	702457
GB_GCA_000191825.1	699187
GB_GCA_000192415.1	408672
GB_GCA_000204075.1	240292
GB_GCA_000205985.2	655186
GB_GCA_000209815.1	657324
GB_GCA_000209875.1	657321
GB_GCA_000209895.1	245014
GB_GCA_000209915.1	657319
GB_GCA_000209975.1	657316
GB_GCA_000210015.1	657314
GB_GCA_000210035.1	657313
GB_GCA_000210555.1	717962
GB_GCA_000210655.1	718255
GB_GCA_000210715.1	651822
GB_GCA_000210735.1	718252
GB_GCA_000211335.2	434085
GB_GCA_000211545.6	1006581
GB_GCA_000213335.2	913329
GB_GCA_000213395.2	913327
GB_GCA_000214705.1	760568
GB_GCA_000218705.1	1041938
GB_GCA_000218745.1	1041939
GB_GCA_000219315.2	1032866
GB_GCA_000219855.1	1051632
GB_GCA_000220825.1	997347
GB_GCA_000223235.2	1035190
GB_GCA_000223275.2	1035188
GB_GCA_000224765.2	1073573
GB_GCA_000226415.1	1079984
GB_GCA_000226435.1	1079985
GB_GCA_000226895.2	487527
GB_GCA_000226915.2	487528
GB_GCA_000228645.2	1074150
GB_GCA_000234195.1	1055526
GB_GCA_000234645.3	999629
GB_GCA_000238975.1	568817
GB_GCA_000242215.1	742814
GB_GCA_000244035.3	1049933
GB_GCA_000244635.3	1085538
GB_GCA_000252345.2	1126217
GB_GCA_000252425.1	910454
GB_GCA_000252465.1	910458
GB_GCA_000252485.1	1094894
GB_GCA_000252525.1	1123866
GB_GCA_000271845.1	754762
GB_GCA_000276965.1	1177931
GB_GCA_000278925.1	914136
GB_GCA_000284675.1	1042404
GB_GCA_000285135.1	981215
GB_GCA_000285635.1	557855
GB_GCA_000286355.1	1179225
