GB GCA 000990275.1	5573054
GB GCA 000990325.1	5573145
GB GCA 000990335.1	5561900
GB GCA 000990355.1	5573355
GB GCA 000990415.1	5573036
GB GCA 000990495.1	5573377
GB GCA 000990505.1	5561993
GB GCA 000990515.1	5573052
GB GCA 000990565.1	5561886
GB GCA 000990575.1	5573516
GB GCA 000990585.1	5573117
GB GCA 000990595.1	5573388
GB GCA 000990645.1	5573239
GB GCA 000990655.1	5561919
GB GCA 000990665.1	5573384
GB GCA 000990725.1	5562052
GB GCA 000990745.1	5573023
GB GCA 000990755.1	5573217
GB GCA 000990765.1	5573003
GB GCA 000990805.1	5573315
GB GCA 000990815.1	5573295
GB GCA 000990865.1	5573344
GB GCA 000990945.1	5573429
GB GCA 000990965.1	5573212
GB GCA 000990985.1	5572868
GB GCA 000991135.1	5561902
GB GCA 000991185.1	5573466
GB GCA 000991205.1	5573350
GB GCA 000991245.1	5573201
GB GCA 000991285.1	5573034
GB GCA 000991325.1	5573205
GB GCA 000991335.1	5573360
GB GCA 000991385.1	5573459
GB GCA 000991405.1	5573230
GB GCA 000991415.1	5573128
GB GCA 000991445.1	5573025
GB GCA 000991485.1	5573055
GB GCA 000991495.1	5573142
GB GCA 000991525.1	5573233
GB GCA 000991575.1	5573460
GB GCA 000991645.1	5573385
GB GCA 000991655.1	5573300
GB GCA 000991695.1	5561881
GB GCA 000991725.1	5562053
GB GCA 000991735.1	5573262
GB GCA 000991805.1	5572871
GB GCA 000991845.1	5573324
GB GCA 000991855.1	5573237
GB GCA 000991935.1	5573271
GB GCA 000991965.1	5573450
GB GCA 000991975.1	5573211
GB GCA 000992005.1	5573218
GB GCA 000992015.1	5573160
GB GCA 000992045.1	5573253
GB GCA 000992055.1	5573235
GB GCA 000992085.1	5573351
GB GCA 000992095.1	5561945
GB GCA 000992135.1	5573389
GB GCA 000992165.1	5573437
GB GCA 000992205.1	5573180
GB GCA 000992225.1	5573169
GB GCA 000992285.1	5561978
GB GCA 000992305.1	5573461
GB GCA 000992325.1	5573408
GB GCA 000992345.1	5573369
GB GCA 000992375.1	5573088
GB GCA 000992395.1	5573084
GB GCA 000992425.1	5562066
GB GCA 000992445.1	5573165
GB GCA 000992485.1	5573311
GB GCA 000992505.1	5573247
GB GCA 000992565.1	5573001
GB GCA 000992575.2	5573269
GB GCA 000992605.1	5562049
GB GCA 000992615.1	5573270
GB GCA 000992665.1	5573137
GB GCA 000992685.1	5573187
GB GCA 000992695.1	5573530
GB GCA 000992725.1	5562002
GB GCA 000992745.1	5573401
GB GCA 000992765.1	5573091
GB GCA 000992775.1	5573533
GB GCA 000993015.1	5573153
GB GCA 000993025.1	5561853
GB GCA 000993115.1	5562081
GB GCA 000993185.1	5561849
GB GCA 000993205.1	5561872
GB GCA 000993275.1	5573522
GB GCA 000993335.1	5561850
GB GCA 000993405.1	5562043
GB GCA 000993415.1	5573086
GB GCA 000993455.1	5573185
GB GCA 000993485.1	5573409
GB GCA 000993535.1	5573021
GB GCA 000993565.1	5572865
GB GCA 000993595.1	5573540
GB GCA 000993615.1	5573541
GB GCA 000993685.1	5561935
GB GCA 000993695.1	5573279
GB GCA 000993845.1	5573026
GB GCA 000993875.1	5573210
GB GCA 000994045.1	5561974
GB GCA 000994085.1	5573296
GB GCA 000994165.1	5573178
GB GCA 000994225.1	5561986
GB GCA 000994305.1	5573378
GB GCA 000994395.1	5561938
GB GCA 000994515.1	5573402
GB GCA 000994545.1	5561887
GB GCA 000994625.1	5573040
GB GCA 000994675.1	5573158
GB GCA 000994705.1	5573014
GB GCA 000994725.1	5573029
GB GCA 000994735.1	5573066
GB GCA 000994745.1	5562074
GB GCA 000994785.1	5573167
GB GCA 000994805.1	5573236
GB GCA 000994825.1	5573502
GB GCA 000994865.1	5573302
GB GCA 000995045.1	5561870
GB GCA 000995065.1	5573519
GB GCA 000995125.1	5573164
GB GCA 000995135.1	5573421
GB GCA 000995155.1	5573090
GB GCA 000995185.1	5561989
GB GCA 000995205.1	5573395
GB GCA 000995215.1	5573266
GB GCA 000995235.1	5573479
GB GCA 000995295.1	5573528
GB GCA 000995395.1	5573523
GB GCA 000995415.1	5561990
GB GCA 000995525.1	5573173
