SppName	Label	OttId	GbifId	ncbiId	Synonyms
Myodes regulus	Myodes_regulus_CRICETIDAE_RODENTIA	596152	gbif:5706761	ncbi:82464	Clethrionomys regulus,Eothenomys regulus,Craseomys regulus
Myodes rex	Myodes_rex_CRICETIDAE_RODENTIA	490380	gbif:5706765	ncbi:565117	Clethrionomys rex
Myodes rufocanus	Myodes_rufocanus_CRICETIDAE_RODENTIA	563745	gbif:5706769	ncbi:527686	Clethrionomys rufocanus,Myodes sikotanensis,Hypudaeus rufocanus,Clethrionomys sikotanensis,Clethrionomys rufocanus kurilensis,Craseomys rufocanus bargusinensis,Evotomys kolymensis,Craseomys rufocanus,Evotomys latastei,Clethrionomys yesomontanus,Arvicola wosnessenskii,Evotomys bedfordiae,Evotomys irkutensis,Arvicola kamtnschaticus,Neoaschizomys sikotanensis,Evotomys arsenjevi
Myodes rutilus	Myodes_rutilus_CRICETIDAE_RODENTIA	686197	gbif:5706762	ncbi:537920	Clethrionomys rutilus,Clethrionomys rutilus rossicus,Mus rutilus,Evotomys dawsoni insularis,Clethrionomys rutilus latigriseus,Evotomys rutilus lenaensis,Evotomys rutilus salairicus,Clethrionomys rutilus dorogostaiskii,Clethrionomys rutilus tugarinovi,Clethrionomys rutilis platycephalus,Evotomys dawsoni,Clethrionomys dawsoni glacialis,Clethrionomys rutilus uralensis,Evotomys rutilus vinogradovi,Evotomys rutilus jacutensis,Clethrionomys rutilus washburni,Microtus mollessonae,Clethrionomys rutilus watsoni,Evotomys laticeps,Clethrionomys rutilus hintoni,Clethrionomys albiventer,Evotomys orca,Evotomys parvidens,Evotomys alascensis,Evotomys mikado,Evotomys baikalensis,Arvicola russatus,Arvicola amurensis,Evotomys rutilus,Evotomys jochelsoni
Myodes smithii	Myodes_smithii_CRICETIDAE_RODENTIA	1012704	gbif:5706770	ncbi:82463	Myodes smithii,Clethrionomys rufocanus okiensis,? smithii,Phaulomys smithii
Myoictis leucura	Myoictis_leucura_DASYURIDAE_DASYUROMORPHIA	920958		ncbi:290592	
Myoictis melas	Myoictis_melas_DASYURIDAE_DASYUROMORPHIA	379181	gbif:2435443	ncbi:32549	Phascogale melas
Myoictis wallacei	Myoictis_wallacei_DASYURIDAE_DASYUROMORPHIA	513335		ncbi:63144	Myoictis melas wallacei
Myoictis wavicus	Myoictis_wavicus_DASYURIDAE_DASYUROMORPHIA	920959		ncbi:290591	Myoictis melas wavicus
Myomyscus brockmani	Myomyscus_brockmani_MURIDAE_RODENTIA	1057562	gbif:4264892	ncbi:485437	Mus niveiventris,Mus niveiventris subfuscus,Epimys ulae
Myomyscus verreauxii	Myomyscus_verreauxii_MURIDAE_RODENTIA	1057551	gbif:4264895	ncbi:485438	Myomys verreauxi,Myomys verreauxii,Mus verreauxi,? verreauxii
Myomyscus yemeni	Myomyscus_yemeni_MURIDAE_RODENTIA	1057554	gbif:4264893	ncbi:485439	Myomys yemeni,Myomys fumatus yemeni
Myonycteris angolensis	Myonycteris_angolensis_PTEROPODIDAE_CHIROPTERA	687492	gbif:7261733	ncbi:58071	Lissonycteris angolensis,Rousettus angolensis
Myonycteris brachycephala	Myonycteris_brachycephala_PTEROPODIDAE_CHIROPTERA	558427	gbif:2432941	ncbi:77237	Cynonycteris brachycephala
Myonycteris relicta	Myonycteris_relicta_PTEROPODIDAE_CHIROPTERA	192015	gbif:2432943	ncbi:77242	
Myonycteris torquata	Myonycteris_torquata_PTEROPODIDAE_CHIROPTERA	192012	gbif:2432942	ncbi:77243	Cynonycteris torquata
Myoprocta acouchy	Myoprocta_acouchy_DASYPROCTIDAE_RODENTIA	484313	gbif:2437590	ncbi:181542	Dasyprocta leptura,Dasyprocta exilis,Dasyprocta acouchy,Cavia acouchy,Myoprocta exilis
Myoprocta pratti	Myoprocta_pratti_DASYPROCTIDAE_RODENTIA	980454	gbif:4264701	ncbi:43318	Myoprocta limanus
Myopus schisticolor	Myopus_schisticolor_CRICETIDAE_RODENTIA	490530	gbif:2439358	ncbi:71003	Myopus morulus,Myopus schisticolor vinogradovi,Myodes schisticolor,Myopus middendorfii,Myopus saianicus,Myopus thayeri
Myosciurus pumilio	Myosciurus_pumilio_SCIURIDAE_RODENTIA	152097	gbif:2437288	ncbi:226687	
Myosorex babaulti	Myosorex_babaulti_SORICIDAE_EULIPOTYPHLA	3614476	gbif:2435925	ncbi:1378275	
Myosorex cafer	Myosorex_cafer_SORICIDAE_EULIPOTYPHLA	27750	gbif:2435919	ncbi:362335	
Myosorex geata	Myosorex_geata_SORICIDAE_EULIPOTYPHLA	543351	gbif:2435933	ncbi:150084	
Myosorex jejei	Myosorex_jejei_SORICIDAE_EULIPOTYPHLA	5223257	gbif:8931269	ncbi:1378279	
Myosorex kihaulei	Myosorex_kihaulei_SORICIDAE_EULIPOTYPHLA	587041	gbif:2435930	ncbi:307108	
Myosorex sclateri	Myosorex_sclateri_SORICIDAE_EULIPOTYPHLA	781778	gbif:2435934	ncbi:363230	
Myosorex varius	Myosorex_varius_SORICIDAE_EULIPOTYPHLA	563474	gbif:2435929	ncbi:389264	
Myosorex zinki	Myosorex_zinki_SORICIDAE_EULIPOTYPHLA	464821	gbif:2435931	ncbi:872998	
Myospalax aspalax	Myospalax_aspalax_SPALACIDAE_RODENTIA	996523	gbif:2439122	ncbi:213498	Myospalax dybowskii,Siphneus armandii,Spalax talpinus,Lemmus zokor
Myospalax psilurus	Myospalax_psilurus_SPALACIDAE_RODENTIA	618100	gbif:2439125	ncbi:146129	Myospalax epsilanus,Myospalax spilurus
Myotis adversus	Myotis_adversus_VESPERTILIONIDAE_CHIROPTERA	342710	gbif:2432450	ncbi:59461	
Myotis albescens	Myotis_albescens_VESPERTILIONIDAE_CHIROPTERA	353889	gbif:2432424	ncbi:159322	Vespertilio albescens
Myotis alcathoe	Myotis_alcathoe_VESPERTILIONIDAE_CHIROPTERA	620441	gbif:4266346	ncbi:155916	
Myotis altarium	Myotis_altarium_VESPERTILIONIDAE_CHIROPTERA	379806	gbif:2432407	ncbi:415933	
Myotis anjouanensis	Myotis_anjouanensis_VESPERTILIONIDAE_CHIROPTERA	434436	gbif:4266338	ncbi:864758	Myotis goudoti anjouanensis
Myotis annamiticus	Myotis_annamiticus_VESPERTILIONIDAE_CHIROPTERA	964597	gbif:4266332	ncbi:633645	
Myotis annectans	Myotis_annectans_VESPERTILIONIDAE_CHIROPTERA	488513	gbif:2432395	ncbi:265733	Pipistrellus annectans
Myotis atacamensis	Myotis_atacamensis_VESPERTILIONIDAE_CHIROPTERA	175290	gbif:2432457	ncbi:384633	Vespertilio atacamensis
Myotis aurascens	Myotis_aurascens_VESPERTILIONIDAE_CHIROPTERA	149594	gbif:4409308	ncbi:302711	
Myotis auriculus	Myotis_auriculus_VESPERTILIONIDAE_CHIROPTERA	498123	gbif:2432438	ncbi:321263	
Myotis austroriparius	Myotis_austroriparius_VESPERTILIONIDAE_CHIROPTERA	363026	gbif:2432451	ncbi:258936	Vespertilio lucifugus austroriparius,Vespertilio austroriparius
Myotis bechsteinii	Myotis_bechsteinii_VESPERTILIONIDAE_CHIROPTERA	342718	gbif:2432427	ncbi:59462	Myotis bechsteini,Myotis ghidinii,Vespertilio bechsteinii,Myotis favonicus
Myotis blythii	Myotis_blythii_VESPERTILIONIDAE_CHIROPTERA	1080286	gbif:2432414	ncbi:109482	
Myotis bocagii	Myotis_bocagii_VESPERTILIONIDAE_CHIROPTERA	307135	gbif:7261886	ncbi:153284	Myotis bocagei,Vespertilio bocagii
Myotis bombinus	Myotis_bombinus_VESPERTILIONIDAE_CHIROPTERA	311767	gbif:2432462	ncbi:392318	Myotis bombina
Myotis brandtii	Myotis_brandtii_VESPERTILIONIDAE_CHIROPTERA	353460	gbif:7261875	ncbi:109478	Vespertilio brandtii,Complexe mystacinus brandti,Myotis mystacinus brandti,? brandti,Myotis brandtii brandtii
Myotis californicus	Myotis_californicus_VESPERTILIONIDAE_CHIROPTERA	235788	gbif:2432425	ncbi:257882	Myotis californica
Myotis capaccinii	Myotis_capaccinii_VESPERTILIONIDAE_CHIROPTERA	353431	gbif:2432430	ncbi:109477	Myotis blasii,Myotis pellucens,Myotis bureschi,Myotis dasypus,Vespertilio capaccinii,Myotis majori,Myotis megapodius
Myotis chiloensis	Myotis_chiloensis_VESPERTILIONIDAE_CHIROPTERA	175299	gbif:2432419	ncbi:384634	Vespertilio chiloensis
Myotis chinensis	Myotis_chinensis_VESPERTILIONIDAE_CHIROPTERA	535369	gbif:2432403	ncbi:225399	Vespertilio chinensis
Myotis ciliolabrum	Myotis_ciliolabrum_VESPERTILIONIDAE_CHIROPTERA	586288	gbif:2432456	ncbi:257884	Vespertilio ciliolabrum
Myotis dasycneme	Myotis_dasycneme_VESPERTILIONIDAE_CHIROPTERA	353897	gbif:2432452	ncbi:159324	Myotis major,Vespertilio dasycneme,Myotis limnophilus
Myotis daubentonii	Myotis_daubentonii_VESPERTILIONIDAE_CHIROPTERA	407052	gbif:2432439	ncbi:98922	Myotis daubentoni,Myotis aedilus,Myotis minutellus,Myotis nathalinea,Myotis volgensis,Myotis albus,Myotis capucinellus,Myotis lanatus,Myotis staufferi
Myotis davidii	Myotis_davidii_VESPERTILIONIDAE_CHIROPTERA	849319	gbif:4266349	ncbi:225400	Vespertilio davidii
Myotis dominicensis	Myotis_dominicensis_VESPERTILIONIDAE_CHIROPTERA	1022617	gbif:2432408	ncbi:159325	
Myotis elegans	Myotis_elegans_VESPERTILIONIDAE_CHIROPTERA	61869	gbif:2432396	ncbi:258937	
Myotis emarginatus	Myotis_emarginatus_VESPERTILIONIDAE_CHIROPTERA	1080294	gbif:2432470	ncbi:109480	Myotis neglectus,Myotis budapestiensis,Myotis ciliati,Myotis schrankii,Myotis rufescens,Myotis emarginata
Myotis escalerai	Myotis_escalerai_VESPERTILIONIDAE_CHIROPTERA	756577	gbif:8181305	ncbi:508772	Myotis escalerae,Myotis nattereri escalerae
Myotis evotis	Myotis_evotis_VESPERTILIONIDAE_CHIROPTERA	235790	gbif:2432413	ncbi:257883	
Myotis fimbriatus	Myotis_fimbriatus_VESPERTILIONIDAE_CHIROPTERA	885003	gbif:4266430	ncbi:452653	Vespertilio fimbriatus,Myotis fimbriata
Myotis flavus	Myotis_flavus_VESPERTILIONIDAE_CHIROPTERA	80282	gbif:7363050	ncbi:519446	Myotis formosus flavus,Myotis sp. XT-2007
Myotis formosus	Myotis_formosus_VESPERTILIONIDAE_CHIROPTERA	505486	gbif:2432443	ncbi:225401	Myotis formosa
Myotis fortidens	Myotis_fortidens_VESPERTILIONIDAE_CHIROPTERA	363081	gbif:2432421	ncbi:258938	
Myotis frater	Myotis_frater_VESPERTILIONIDAE_CHIROPTERA	434671	gbif:2432428	ncbi:187012	
Myotis gomantongensis	Myotis_gomantongensis_VESPERTILIONIDAE_CHIROPTERA	76756	gbif:4266314	ncbi:867857	
Myotis goudoti	Myotis_goudoti_VESPERTILIONIDAE_CHIROPTERA	31985	gbif:2432415	ncbi:203698	Vespertilio goudotii
Myotis grisescens	Myotis_grisescens_VESPERTILIONIDAE_CHIROPTERA	213632	gbif:2432432	ncbi:384635	
Myotis hajastanicus	Myotis_hajastanicus_VESPERTILIONIDAE_CHIROPTERA	888165	gbif:4266457	ncbi:302710	Myotis mystacinus hajastanicus
Myotis hasseltii	Myotis_hasseltii_VESPERTILIONIDAE_CHIROPTERA	353891	gbif:2432400	ncbi:159326	Myotis hasselti
Myotis horsfieldii	Myotis_horsfieldii_VESPERTILIONIDAE_CHIROPTERA	249359	gbif:2432388	ncbi:138977	
Myotis ikonnikovi	Myotis_ikonnikovi_VESPERTILIONIDAE_CHIROPTERA	620439	gbif:2432431	ncbi:155915	
Myotis keaysi	Myotis_keaysi_VESPERTILIONIDAE_CHIROPTERA	353894	gbif:2432420	ncbi:159327	
Myotis keenii	Myotis_keenii_VESPERTILIONIDAE_CHIROPTERA	586294	gbif:2432435	ncbi:257881	Myotis keeni,Vespertilio subulatus keenii,Vespertilio keenii,Myotis septentrionalis
Myotis laniger	Myotis_laniger_VESPERTILIONIDAE_CHIROPTERA	911474	gbif:4266331	ncbi:452654	Vespertilio laniger
Myotis leibii	Myotis_leibii_VESPERTILIONIDAE_CHIROPTERA	217241	gbif:2432455	ncbi:27668	Vespertilio leibii,Myotis ciliolabrum
Myotis levis	Myotis_levis_VESPERTILIONIDAE_CHIROPTERA	307134	gbif:2432392	ncbi:153285	
Myotis longipes	Myotis_longipes_VESPERTILIONIDAE_CHIROPTERA	860274	gbif:2432467	ncbi:587652	Vespertilio longipes
Myotis lucifugus	Myotis_lucifugus_VESPERTILIONIDAE_CHIROPTERA	342715	gbif:2432406	ncbi:59463	
Myotis macrodactylus	Myotis_macrodactylus_VESPERTILIONIDAE_CHIROPTERA	434679	gbif:2432453	ncbi:187014	
Myotis macropus	Myotis_macropus_VESPERTILIONIDAE_CHIROPTERA	249353	gbif:4266391	ncbi:138979	Vespertilio macropus
Myotis macrotarsus	Myotis_macrotarsus_VESPERTILIONIDAE_CHIROPTERA	353886	gbif:2432440	ncbi:159328	Myotis macrotarsa
Myotis martiniquensis	Myotis_martiniquensis_VESPERTILIONIDAE_CHIROPTERA	939105	gbif:2432409	ncbi:385035	
Myotis melanorhinus	Myotis_melanorhinus_VESPERTILIONIDAE_CHIROPTERA	3613687	gbif:4266342	ncbi:1442609	Vespertilio melanorhinus
Myotis montivagus	Myotis_montivagus_VESPERTILIONIDAE_CHIROPTERA	353888	gbif:2432459	ncbi:159329	Myotis montivaga
Myotis muricola	Myotis_muricola_VESPERTILIONIDAE_CHIROPTERA	878677	gbif:2432429	ncbi:159330	
Myotis myotis	Myotis_myotis_VESPERTILIONIDAE_CHIROPTERA	966432	gbif:2432416	ncbi:51298	Myotis spelaeus,Myotis murinus,Myotis submarinus,Myotis typus,Myotis latipennis,Myotis alpinus
Myotis mystacinus	Myotis_mystacinus_VESPERTILIONIDAE_CHIROPTERA	353458	gbif:9754263	ncbi:109479	Myotis nigrofuscus,Myotis collaris,Myotis bulgaricus,Myotis rufofuscus,Myotis schrankii,Myotis schinzii,Myotis lugubris,Myotis humeralis,Myotis mystacina
Myotis nattereri	Myotis_nattereri_VESPERTILIONIDAE_CHIROPTERA	1008252	gbif:2432389	ncbi:109481	Myotis naterreri,Myotis nattererii,Myotis typicus,Myotis spelaeus
Myotis nesopolus	Myotis_nesopolus_VESPERTILIONIDAE_CHIROPTERA	898241	gbif:2432464	ncbi:1163727	
Myotis nigricans	Myotis_nigricans_VESPERTILIONIDAE_CHIROPTERA	307133	gbif:2432448	ncbi:153286	
Myotis nipalensis	Myotis_nipalensis_VESPERTILIONIDAE_CHIROPTERA	840250	gbif:7261898	ncbi:306062	Myotis mystacinus nipalensis
Myotis oxyotus	Myotis_oxyotus_VESPERTILIONIDAE_CHIROPTERA	878679	gbif:2432422	ncbi:159332	Myotis oxyota
Myotis pequinius	Myotis_pequinius_VESPERTILIONIDAE_CHIROPTERA	569191	gbif:2432454	ncbi:392004	
Myotis petax	Myotis_petax_VESPERTILIONIDAE_CHIROPTERA	95269	gbif:8149385	ncbi:526407	Myotis daubentonii petax
Myotis phanluongi	Myotis_phanluongi_VESPERTILIONIDAE_CHIROPTERA	4118280	gbif:8276071	ncbi:572313	Myotis sp. AVB-2008
Myotis pilosus	Myotis_pilosus_VESPERTILIONIDAE_CHIROPTERA	31968	gbif:2432410gbif:5787545	ncbi:203696	Myotis pilosus,Vespertilio ricketti
Myotis pruinosus	Myotis_pruinosus_VESPERTILIONIDAE_CHIROPTERA	423040	gbif:2432426	ncbi:196298	Myotis pruinosa
Myotis punicus	Myotis_punicus_VESPERTILIONIDAE_CHIROPTERA	1015040	gbif:4266337	ncbi:386774	Myotis blythii punicus,Myotis bylthii punicus,Myotis blythi punicus
Myotis ridleyi	Myotis_ridleyi_VESPERTILIONIDAE_CHIROPTERA	363061	gbif:2432398	ncbi:258939	Pipistrellus ridleyi
Myotis riparius	Myotis_riparius_VESPERTILIONIDAE_CHIROPTERA	267991	gbif:2432385	ncbi:124752	Myotis simus riparius,Myotis riparia
Myotis rosseti	Myotis_rosseti_VESPERTILIONIDAE_CHIROPTERA	964601	gbif:2432460	ncbi:633647	Myotis rossetii,Glischropus rosseti
Myotis ruber	Myotis_ruber_VESPERTILIONIDAE_CHIROPTERA	878678	gbif:2432445	ncbi:159333	Vespertilio ruber
Myotis schaubi	Myotis_schaubi_VESPERTILIONIDAE_CHIROPTERA	878681	gbif:2432417	ncbi:159334	
Myotis scotti	Myotis_scotti_VESPERTILIONIDAE_CHIROPTERA	476752	gbif:2432402	ncbi:294648	
Myotis secundus	Myotis_secundus_VESPERTILIONIDAE_CHIROPTERA	5835524	gbif:9238161	ncbi:1633780	
Myotis septentrionalis	Myotis_septentrionalis_VESPERTILIONIDAE_CHIROPTERA	687557	gbif:2432436	ncbi:258941	Vespertilio gryphus septentrionalis
Myotis sicarius	Myotis_sicarius_VESPERTILIONIDAE_CHIROPTERA	476750	gbif:2432465	ncbi:294649	
Myotis siligorensis	Myotis_siligorensis_VESPERTILIONIDAE_CHIROPTERA	687555	gbif:2432449	ncbi:258940	
Myotis simus	Myotis_simus_VESPERTILIONIDAE_CHIROPTERA	1066079	gbif:2432434	ncbi:270776	Myotis sima
Myotis sodalis	Myotis_sodalis_VESPERTILIONIDAE_CHIROPTERA	939110	gbif:2432418	ncbi:385036	
Myotis thysanodes	Myotis_thysanodes_VESPERTILIONIDAE_CHIROPTERA	307132	gbif:2432399	ncbi:153287	
Myotis tricolor	Myotis_tricolor_VESPERTILIONIDAE_CHIROPTERA	450621	gbif:2432405	ncbi:233765	Vespertilio tricolor
Myotis velifer	Myotis_velifer_VESPERTILIONIDAE_CHIROPTERA	238420	gbif:2432386	ncbi:9435	
Myotis vivesi	Myotis_vivesi_VESPERTILIONIDAE_CHIROPTERA	514767	gbif:2432394	ncbi:233766	
Myotis volans	Myotis_volans_VESPERTILIONIDAE_CHIROPTERA	878680	gbif:2432411	ncbi:159335	
Myotis welwitschii	Myotis_welwitschii_VESPERTILIONIDAE_CHIROPTERA	746782	gbif:2432469	ncbi:160974	Scotophilus welwitschii
Myotis yanbarensis	Myotis_yanbarensis_VESPERTILIONIDAE_CHIROPTERA	434678	gbif:4266420	ncbi:187015	
Myotis yumanensis	Myotis_yumanensis_VESPERTILIONIDAE_CHIROPTERA	878682	gbif:2432461	ncbi:159337	
Myotragus balearicus	Myotragus_balearicus_BOVIDAE_CETARTIODACTYLA	204078	gbif:4835091	ncbi:201717	Myotragus balearicu
Myrmecobius fasciatus	Myrmecobius_fasciatus_MYRMECOBIIDAE_DASYUROMORPHIA	70811	gbif:5219465	ncbi:55782	
Myrmecophaga tridactyla	Myrmecophaga_tridactyla_MYRMECOPHAGIDAE_PILOSA	490538	gbif:2436346	ncbi:71006	Myrmecophaga centralis,Tamandua tridactyla
Mysateles prehensilis	Mysateles_prehensilis_CAPROMYIDAE_RODENTIA	3609728	gbif:2437664	ncbi:1543405	
Mystacina tuberculata	Mystacina_tuberculata_MYSTACINIDAE_CHIROPTERA	604409	gbif:2433346	ncbi:94961	
Mystromys albicaudatus	Mystromys_albicaudatus_NESOMYIDAE_RODENTIA	91072	gbif:2438522	ncbi:56239	Mystromys albicaudatus fumosus,Mystromys albipes
Myzopoda aurita	Myzopoda_aurita_MYZOPODIDAE_CHIROPTERA	6794	gbif:2432987	ncbi:155038	
Myzopoda schliemanni	Myzopoda_schliemanni_MYZOPODIDAE_CHIROPTERA	660559	gbif:5787264	ncbi:344224	
Naemorhedus baileyi	Naemorhedus_baileyi_BOVIDAE_CETARTIODACTYLA	869867	gbif:2441013	ncbi:1088030	
Naemorhedus caudatus	Naemorhedus_caudatus_BOVIDAE_CETARTIODACTYLA	385438	gbif:2441011	ncbi:37173	Nemorhaedus caudatus
Naemorhedus goral	Naemorhedus_goral_BOVIDAE_CETARTIODACTYLA	274555	gbif:2441016	ncbi:34871	Antilope goral
Naemorhedus griseus	Naemorhedus_griseus_BOVIDAE_CETARTIODACTYLA	134543	gbif:7261419	ncbi:561742	
Nandinia binotata	Nandinia_binotata_NANDINIIDAE_CARNIVORA	1088403	gbif:2433489	ncbi:71115	Paradoxurus binotatus,Paradoxurus hamiltonii
Nanger dama	Nanger_dama_BOVIDAE_CETARTIODACTYLA	924742	gbif:4262713	ncbi:67940	Gazella dama,Antilope dama
Nanger granti	Nanger_granti_BOVIDAE_CETARTIODACTYLA	346068	gbif:7261447	ncbi:27591	Gazella granti
Nanger soemmerringii	Nanger_soemmerringii_BOVIDAE_CETARTIODACTYLA	702501	gbif:7261449	ncbi:69306	Gazella soemmerringii,Antilope soemmerringi,? soemmerringii
Nannosciurus melanotis	Nannosciurus_melanotis_SCIURIDAE_RODENTIA	672836	gbif:2437268	ncbi:226563	Sciurus melanotis
Nanonycteris veldkampii	Nanonycteris_veldkampii_PTEROPODIDAE_CHIROPTERA	553120	gbif:4265712	ncbi:498220	Epomophorus veldkampii
Napaeozapus insignis	Napaeozapus_insignis_DIPODIDAE_RODENTIA	379305	gbif:2439461	ncbi:101671	Napaeozapus insignis algonquinensis,Napaeozapus insignis gaspensis,Napaeozapus insignis saguenayensis,Zapus insignis abietorum,Zapus insignis roanensis,Zapus insignis,Napaeozapus insignis frutectanus
Nasalis larvatus	Nasalis_larvatus_CERCOPITHECIDAE_PRIMATES	860954	gbif:2436525	ncbi:43780	Cercopithecus larvatus,Nasalis larvatus orientalis,Nasalis recurvus,Cercopithecus nasica,Simia capistratus
Nasua narica	Nasua_narica_PROCYONIDAE_CARNIVORA	736280	gbif:2433531	ncbi:352831	Viverra narica
Nasua nasua	Nasua_nasua_PROCYONIDAE_CARNIVORA	348031	gbif:2433536	ncbi:9651	Viverra nasua
Nasuella meridensis	Nasuella_meridensis_PROCYONIDAE_CARNIVORA	1030928		ncbi:743425	Nasuella olivacea meridensis,elevated to species Nasuella meridensis Helgen et al. 2009
Nasuella olivacea	Nasuella_olivacea_PROCYONIDAE_CARNIVORA	1030921	gbif:2433588	ncbi:743424	Nasua olivacea lagunetae,Nasua olivacea
Natalus jamaicensis	Natalus_jamaicensis_NATALIDAE_CHIROPTERA	120212	gbif:4265594	ncbi:290563	
Natalus major	Natalus_major_NATALIDAE_CHIROPTERA	120209	gbif:4265598	ncbi:290562	
Natalus saturatus	Natalus_saturatus_NATALIDAE_CHIROPTERA	120205		ncbi:290564	Natalus stramineus saturatus
Natalus stramineus	Natalus_stramineus_NATALIDAE_CHIROPTERA	579474	gbif:2432756	ncbi:155040	Natalus stramineus stramineus
Natalus tumidirostris	Natalus_tumidirostris_NATALIDAE_CHIROPTERA	190917	gbif:2432753	ncbi:59487	Natalus stramineus tronchonii,Natalus tumidirostris continentis,Phodotes tumidirostris continentis,Natalus tumidirostris haymani,Natalus tumidirostris tumidirostris
Neacomys dubosti	Neacomys_dubosti_CRICETIDAE_RODENTIA	678680	gbif:4265056	ncbi:561259	
Neacomys guianae	Neacomys_guianae_CRICETIDAE_RODENTIA	297959	gbif:2439289	ncbi:461403	
Neacomys minutus	Neacomys_minutus_CRICETIDAE_RODENTIA	48255	gbif:4265057	ncbi:218796	
Neacomys musseri	Neacomys_musseri_CRICETIDAE_RODENTIA	48240	gbif:7867508gbif:4265059	ncbi:218799	Microhydromys musseri,Pseudohydromys musseri
Neacomys paracou	Neacomys_paracou_CRICETIDAE_RODENTIA	297956	gbif:4265058	ncbi:461404	
Neacomys spinosus	Neacomys_spinosus_CRICETIDAE_RODENTIA	27304	gbif:2439290	ncbi:48005	
Neamblysomus gunningi	Neamblysomus_gunningi_CHRYSOCHLORIDAE_AFROSORICIDA	909649	gbif:2432175	ncbi:745254	? gunningi,Amblysomus gunningi
Neamblysomus julianae	Neamblysomus_julianae_CHRYSOCHLORIDAE_AFROSORICIDA	909638	gbif:2432173	ncbi:745255	Amblysomus julianae
Necromys amoenus	Necromys_amoenus_CRICETIDAE_RODENTIA	1068790	gbif:4265143	ncbi:10081	Necromys amoenus,? amoenus
Necromys lactens	Necromys_lactens_CRICETIDAE_RODENTIA	39189	gbif:4265137	ncbi:56217	Bolomys lactens,Necromys sp. OMNH 34512,? lactens
Necromys lasiurus	Necromys_lasiurus_CRICETIDAE_RODENTIA	936613	gbif:4265142	ncbi:30635	Necromys lasiurus,Hesperomys brachyurus,? lasiurus,Akodon fuscinus,Zygodontomys pixuna
Necromys lenguarum	Necromys_lenguarum_CRICETIDAE_RODENTIA	115476	gbif:4265139	ncbi:460102	Zygodontomys tapiropoanus,Zygodontomys tapirapoanus
Necromys obscurus	Necromys_obscurus_CRICETIDAE_RODENTIA	536360	gbif:4265136	ncbi:399317	Bolomys obscurus,? obscurus
Necromys temchuki	Necromys_temchuki_CRICETIDAE_RODENTIA	817135	gbif:4265138	ncbi:240585	Necromys temchuki,Cabreramys temchuki,Cabreramys temchucki,? temchuki
Necromys urichi	Necromys_urichi_CRICETIDAE_RODENTIA	435931		ncbi:100644	Necromys urichi
Nectogale elegans	Nectogale_elegans_SORICIDAE_EULIPOTYPHLA	690666	gbif:2435493	ncbi:268758	
Nectomys apicalis	Nectomys_apicalis_CRICETIDAE_RODENTIA	806766	gbif:5706777	ncbi:100645	
Nectomys squamipes	Nectomys_squamipes_CRICETIDAE_RODENTIA	885389	gbif:5219856	ncbi:29117	Nectomys squamipes pollens,Mus squamipes
Neodon fuscus	Neodon_fuscus_CRICETIDAE_RODENTIA	818953	gbif:7467122	ncbi:771787	Lasiopodomys fuscus,Microtus fuscus,? fuscus
Neodon irene	Neodon_irene_CRICETIDAE_RODENTIA	544111	gbif:5706755	ncbi:798166	Microtus irene,Pitymys irene,? irene,Microtus oniscus
Neodon leucurus	Neodon_leucurus_CRICETIDAE_RODENTIA	662405	gbif:7775197	ncbi:399230	Microtus leucurus,Phaiomys leucurus,Pitymys leucurus,Phaiomys everesti,Microtus waltoni petulans,Arvicola blythi,Microtus tsaidamensis,Microtus strauchi,Microtus waltoni
Neodon linzhiensis	Neodon_linzhiensis_CRICETIDAE_RODENTIA	5340674	gbif:7722996	ncbi:1073271	Neodon sp. LY-2011
Neodon sikimensis	Neodon_sikimensis_CRICETIDAE_RODENTIA	48249	gbif:8085701	ncbi:798169	Microtus sikimensis,Arvicola thricolis
Neofelis diardi	Neofelis_diardi_FELIDAE_CARNIVORA	882766	gbif:5787229	ncbi:427616	Neofelis nebulosa diardi,Felis diardi
Neofelis nebulosa	Neofelis_nebulosa_FELIDAE_CARNIVORA	763016	gbif:2435079	ncbi:61452	Felis nebulosa
Neofiber alleni	Neofiber_alleni_CRICETIDAE_RODENTIA	404165	gbif:2438050	ncbi:484905	Neofiber alleni nigrescens,Neofiber alleni exoristus,Neofiber alleni apalachicolae,Neofiber alleni struix
Neohylomys hainanensis	Neohylomys_hainanensis_ERINACEIDAE_EULIPOTYPHLA	736215	gbif:2437121	ncbi:483536	Hylomys hainanensis
Neomonachus schauinslandi	Neomonachus_schauinslandi_PHOCIDAE_CARNIVORA	180367	gbif:5219376	ncbi:29088	Monachus schauinslandi,Phoca schauinslandi
Neomonachus tropicalis	Neomonachus_tropicalis_PHOCIDAE_CARNIVORA	3612943	gbif:5219377	ncbi:1295174	Monachus tropicalis,Cystophora antillarum,Phoca tropicalis
Neomys anomalus	Neomys_anomalus_SORICIDAE_EULIPOTYPHLA	276756	gbif:7825895	ncbi:52814	Neomys anomalis,Neomys anomalus mokrzecki,Neomys soricoides,Neomys milleri,Neomys josti
Neomys fodiens	Neomys_fodiens_SORICIDAE_EULIPOTYPHLA	112409	gbif:2435767	ncbi:62282	Sorex fodiens,Neomys ciliatus,Neomys fodiens bicolor,Neomys pennati,Neomys sowerbyi
