SppName	Label	OttId	GbifId	ncbiId	Synonyms
Callithrix jacchus	Callithrix_jacchus_CALLITRICHIDAE_PRIMATES	1015223	gbif:5219542	ncbi:9483	Callithrix jacchus jacchus,Simia jacchus moschatus,Jacchus vulgaris rufus,Hapale jacchus,Simia jacchus,Hapale leucotis,Jacchus albicollis,Hapale communis,Jacchus vulgaris
Callithrix kuhlii	Callithrix_kuhlii_CALLITRICHIDAE_PRIMATES	947308	gbif:5219538	ncbi:867363	Callithrix kuhli
Callithrix penicillata	Callithrix_penicillata_CALLITRICHIDAE_PRIMATES	341908	gbif:5219541	ncbi:57378	Callithrix jacchus penicillata,Callithrix penicillata jordani,Hapale trigonifer
Callorhinus ursinus	Callorhinus_ursinus_OTARIIDAE_CARNIVORA	949693	gbif:2433487	ncbi:34884	Callorhynus ursius,Arctocephalus ursinus,Phoca ursina
Callosciurus caniceps	Callosciurus_caniceps_SCIURIDAE_RODENTIA	504021		ncbi:64664	
Callosciurus erythraeus	Callosciurus_erythraeus_SCIURIDAE_RODENTIA	1030044	gbif:2437394	ncbi:64677	Sciurus erythraeus
Callosciurus finlaysonii	Callosciurus_finlaysonii_SCIURIDAE_RODENTIA	371121	gbif:2437399	ncbi:127500	Sciurus finlaysonii
Callosciurus inornatus	Callosciurus_inornatus_SCIURIDAE_RODENTIA	3609162	gbif:2437405	ncbi:644236	
Callosciurus nigrovittatus	Callosciurus_nigrovittatus_SCIURIDAE_RODENTIA	371119	gbif:2437400	ncbi:127501	
Callosciurus notatus	Callosciurus_notatus_SCIURIDAE_RODENTIA	1030052	gbif:2437396	ncbi:64678	Callosciurus abbottii (Miller, 1900),Callosciurus vinocastaneus Sody, 1949,Sciurus notatus
Callosciurus orestes	Callosciurus_orestes_SCIURIDAE_RODENTIA	246726	gbif:2437401	ncbi:1002693	
Callosciurus prevostii	Callosciurus_prevostii_SCIURIDAE_RODENTIA	1030040	gbif:2437397	ncbi:64676	Callosciurus prevosti,Sciurus prevostii,Sciurus prevostii harrisoni
Callospermophilus lateralis	Callospermophilus_lateralis_SCIURIDAE_RODENTIA	604319	gbif:7593288	ncbi:76772	Spermophilus lateralis,Spermophilus chrysodeirus,Sciurus lateralis,Citellus lateralis,Callospermophilus chrysodeirus,? lateralis
Callospermophilus madrensis	Callospermophilus_madrensis_SCIURIDAE_RODENTIA	782282	gbif:8228292	ncbi:99842	Spermophilus madrensis,? madrensis
Callospermophilus saturatus	Callospermophilus_saturatus_SCIURIDAE_RODENTIA	208064	gbif:8102496	ncbi:99858	Spermophilus saturatus,? saturatus
Calomys callosus	Calomys_callosus_CRICETIDAE_RODENTIA	39187	gbif:2437950	ncbi:56210	Mus callosus,Hesperomys muriculus
Calomys cerqueirai	Calomys_cerqueirai_CRICETIDAE_RODENTIA	6144781	gbif:8304264		
Calomys expulsus	Calomys_expulsus_CRICETIDAE_RODENTIA	473784	gbif:4265146	ncbi:327558	Mus expulsus
Calomys fecundus	Calomys_fecundus_CRICETIDAE_RODENTIA	463093		ncbi:160455	
Calomys hummelincki	Calomys_hummelincki_CRICETIDAE_RODENTIA	654348	gbif:2437952	ncbi:169185	
Calomys laucha	Calomys_laucha_CRICETIDAE_RODENTIA	39185	gbif:9291749gbif:9719395	ncbi:56211	Mus laucha,Hesperomys bimaculatus bonariensis,Mus bimaculatus,Mus pusillus,Mus gracilipes
Calomys lepidus	Calomys_lepidus_CRICETIDAE_RODENTIA	360776		ncbi:29106	
Calomys musculinus	Calomys_musculinus_CRICETIDAE_RODENTIA	39183	gbif:2437951	ncbi:56212	
Calomys sorellus	Calomys_sorellus_CRICETIDAE_RODENTIA	360774	gbif:2437957	ncbi:29107	Hesperomys frida miurus,Hesperomys frida
Calomys tener	Calomys_tener_CRICETIDAE_RODENTIA	990309	gbif:2437954	ncbi:162310	Calomys laucha tener
Calomys tocantinsi	Calomys_tocantinsi_CRICETIDAE_RODENTIA	178057	gbif:4265147	ncbi:378670	
Calomys venustus	Calomys_venustus_CRICETIDAE_RODENTIA	463094		ncbi:160456	
Calomyscus bailwardi	Calomyscus_bailwardi_CALOMYSCIDAE_RODENTIA	611276	gbif:2439355	ncbi:107264	
Calomyscus baluchi	Calomyscus_baluchi_CALOMYSCIDAE_RODENTIA	99511	gbif:2439353	ncbi:218778	
Calomyscus hotsoni	Calomyscus_hotsoni_CALOMYSCIDAE_RODENTIA	458712	gbif:2439351	ncbi:482974	
Caluromys derbianus	Caluromys_derbianus_DIDELPHIDAE_DIDELPHIMORPHIA	307517	gbif:2439992	ncbi:992409	
Caluromys lanatus	Caluromys_lanatus_DIDELPHIDAE_DIDELPHIMORPHIA	606431	gbif:2440004	ncbi:42713	
Caluromys philander	Caluromys_philander_DIDELPHIDAE_DIDELPHIMORPHIA	589460	gbif:2439999	ncbi:70610	Didelphis philander
Caluromysiops irrupta	Caluromysiops_irrupta_DIDELPHIDAE_DIDELPHIMORPHIA	608047	gbif:2439937	ncbi:126286	
Calyptophractus retusus	Calyptophractus_retusus_DASYPODIDAE_CINGULATA	390325	gbif:2440821	ncbi:984615	Burmeisteria retusa,Chlamyphorus retusus (Burmeister, 1863),Chlamyphorus retusus
Camelus bactrianus	Camelus_bactrianus_CAMELIDAE_CETARTIODACTYLA	510768	gbif:2441238	ncbi:9837	
Camelus dromedarius	Camelus_dromedarius_CAMELIDAE_CETARTIODACTYLA	510752	gbif:9055455	ncbi:9838	Camelus ferus,Camelus arabicus
Camelus ferus	Camelus_ferus_CAMELIDAE_CETARTIODACTYLA	596642		ncbi:419612	Camelus bactrianus ferus
Canis adustus	Canis_adustus_CANIDAE_CARNIVORA	621176	gbif:5219146	ncbi:68723	
Canis anthus	Canis_anthus_CANIDAE_CARNIVORA	5835572	gbif:8538199	ncbi:1707807	Canis aureus anthus,Canis senegalensis
Canis aureus	Canis_aureus_CANIDAE_CARNIVORA	621168	gbif:5219219	ncbi:68724	Aureus aureus
Canis latrans	Canis_latrans_CANIDAE_CARNIVORA	247331	gbif:5219153	ncbi:9614	Canis pallidus,Canis microdon,Canis goldmani,Canis jamesi,Canis estor,Canis andersoni,Canis clepticus,Canis vigilis,Canis irvingtonensis,Lyciscus cagottis,Canis impavidus,Canis caneloensis,Canis orcutti,Canis nebrascensis,Canis peninsulae,Canis lestes,Canis frustror,Canis mearnsi,Canis ochropus,Canis riviveronis,Canis hondurensis
Canis lupus	Canis_lupus_CANIDAE_CARNIVORA	247341	gbif:5219173	ncbi:9612	Canis lycaon,Canis tundrarum,Canis occidentalis,Lupus gigas,Canis furlongi,Canis nubilus,Lupus lupus,Canis petrolei,Canis milleri,Canis pambasileus,Aenocyon milleri,Canis variabilis,Canis dingo,Canis familiaris
Canis mesomelas	Canis_mesomelas_CANIDAE_CARNIVORA	666235	gbif:5219216	ncbi:68725	Thos mesomelas
Canis rufus	Canis_rufus_CANIDAE_CARNIVORA	113383		ncbi:45781	
Canis simensis	Canis_simensis_CANIDAE_CARNIVORA	752755	gbif:5219143	ncbi:32534	
Cannomys badius	Cannomys_badius_SPALACIDAE_RODENTIA	3610667	gbif:2438494	ncbi:1392512	Cannomys badius plumbescens,Cannomys minor lonnbergi,Cannomys pater,Rhizomys minor,Rhizomys castaneus
Caperea marginata	Caperea_marginata_NEOBALAENIDAE_CETARTIODACTYLA	397243	gbif:2440310	ncbi:27604	Balaena marginata,Caperea antipodarum,Balaena antipodarum,Neobalaena marginata
Capra aegagrus	Capra_aegagrus_BOVIDAE_CETARTIODACTYLA	19015		ncbi:9923	Capra hircus aegagrus
Capra caucasica	Capra_caucasica_BOVIDAE_CETARTIODACTYLA	698611	gbif:2441051	ncbi:72540	Capra ibex caucasica
Capra cylindricornis	Capra_cylindricornis_BOVIDAE_CETARTIODACTYLA	698609		ncbi:72541	
Capra falconeri	Capra_falconeri_BOVIDAE_CETARTIODACTYLA	202967	gbif:2441050	ncbi:48167	
Capra hircus	Capra_hircus_BOVIDAE_CETARTIODACTYLA	5251869			
Capra ibex	Capra_ibex_BOVIDAE_CETARTIODACTYLA	698617	gbif:2441055	ncbi:72542	
Capra nubiana	Capra_nubiana_BOVIDAE_CETARTIODACTYLA	698614	gbif:2441049	ncbi:72543	Capra ibex nubiana,Capra nubiana nubiana
Capra pyrenaica	Capra_pyrenaica_BOVIDAE_CETARTIODACTYLA	338215	gbif:2441054	ncbi:80419	Capra pyrenaica victoriae,Capra pyrenaica lusitanica,Capra pyrenaica cabrerae,Capra pyrenaica nowaki,Capra pyrenaica hispanica,Capra pyrenaica pyrenaica
Capra sibirica	Capra_sibirica_BOVIDAE_CETARTIODACTYLA	698623	gbif:2441052	ncbi:72544	Capra ibex sibericus,Capra ibex sibirica,Capra sibirica sibirica,Ibex sibiricus
Capra walie	Capra_walie_BOVIDAE_CETARTIODACTYLA	541967	gbif:2441048	ncbi:509850	
Capreolus capreolus	Capreolus_capreolus_CERVIDAE_CETARTIODACTYLA	460517	gbif:5220126	ncbi:9858	Cervus capreolus
Capreolus pygargus	Capreolus_pygargus_CERVIDAE_CETARTIODACTYLA	199368	gbif:5220127	ncbi:48560	Capreolus capreolus pygargus,Cervus pygargus
Capricornis crispus	Capricornis_crispus_BOVIDAE_CETARTIODACTYLA	122642	gbif:4262615	ncbi:9966	Naemorhedus crispus
Capricornis milneedwardsii	Capricornis_milneedwardsii_BOVIDAE_CETARTIODACTYLA	1031891	gbif:7261423	ncbi:1073286	Capricornis milneedwardsi
Capricornis sumatraensis	Capricornis_sumatraensis_BOVIDAE_CETARTIODACTYLA	798021	gbif:9091239gbif:4262616	ncbi:34865	Capricornis sumatrensis,Naemorhedus sumatraensis,Capricornis sumatraensis sumatraensis,Antilope sumatraensis
Capricornis swinhoei	Capricornis_swinhoei_BOVIDAE_CETARTIODACTYLA	798024	gbif:4262612	ncbi:34866	Capricornis crispus swinhoei,Naemorhedus swinhoei
Caprolagus hispidus	Caprolagus_hispidus_LEPORIDAE_LAGOMORPHA	144983	gbif:2436938	ncbi:235649	Lepus hispidus
Capromys pilorides	Capromys_pilorides_CAPROMYIDAE_RODENTIA	848925	gbif:2437653	ncbi:34842	Capromys fournieri,Isodon pilorides
Caracal aurata	Caracal_aurata_FELIDAE_CARNIVORA	660447	gbif:9546725gbif:5219401	ncbi:61412	Felis aurata,Profelis auratus,Caracal aurata,? aurata
Caracal caracal	Caracal_caracal_FELIDAE_CARNIVORA	1033549	gbif:2435010	ncbi:61394	Felis caracal,Profelis caracal,Lynx caracal
Cardiocranius paradoxus	Cardiocranius_paradoxus_DIPODIDAE_RODENTIA	1043488	gbif:2439465	ncbi:1041411	
Cardioderma cor	Cardioderma_cor_MEGADERMATIDAE_CHIROPTERA	539631	gbif:2433356	ncbi:270764	Megaderma cor
Carollia benkeithi	Carollia_benkeithi_PHYLLOSTOMIDAE_CHIROPTERA	992663	gbif:8062282	ncbi:348608	
Carollia brevicauda	Carollia_brevicauda_PHYLLOSTOMIDAE_CHIROPTERA	758569	gbif:2433177	ncbi:138695	Phyllostoma bernicaudum,Carollia colombiana,? brevicauda
Carollia castanea	Carollia_castanea_PHYLLOSTOMIDAE_CHIROPTERA	941606	gbif:2433178	ncbi:138696	
Carollia manu	Carollia_manu_PHYLLOSTOMIDAE_CHIROPTERA	3613603	gbif:5787391	ncbi:1331094	
Carollia perspicillata	Carollia_perspicillata_PHYLLOSTOMIDAE_CHIROPTERA	1039980	gbif:2433176	ncbi:40233	Hemiderma brevicauda,Hemiderma perspicillatum,Phyllostoma brevicaudum,Vespertilio perspicillata
Carollia sowelli	Carollia_sowelli_PHYLLOSTOMIDAE_CHIROPTERA	958288	gbif:4265408	ncbi:208969	
Carollia subrufa	Carollia_subrufa_PHYLLOSTOMIDAE_CHIROPTERA	587100	gbif:2433175	ncbi:138697	Hemiderma subrufum
Carpitalpa arendsi	Carpitalpa_arendsi_CHRYSOCHLORIDAE_AFROSORICIDA	178898	gbif:2432207	ncbi:745245	Chlorotalpa arendsi
Carpomys phaeurus	Carpomys_phaeurus_MURIDAE_RODENTIA	683562	gbif:2438547	ncbi:349723	
Carterodon sulcidens	Carterodon_sulcidens_ECHIMYIDAE_RODENTIA	3611107	gbif:2439735	ncbi:1567513	
Caryomys eva	Caryomys_eva_CRICETIDAE_RODENTIA	42900		ncbi:870527	Caryomys eva
Caryomys inez	Caryomys_inez_CRICETIDAE_RODENTIA	256497	gbif:4265054	ncbi:870526	Caryomys inez,Microtus nux,? inez
Casinycteris argynnis	Casinycteris_argynnis_PTEROPODIDAE_CHIROPTERA	663912	gbif:2432853	ncbi:1091509	
Casinycteris campomaanensis	Casinycteris_campomaanensis_PTEROPODIDAE_CHIROPTERA	5553995	gbif:8377991	ncbi:1497437	
Casinycteris ophiodon	Casinycteris_ophiodon_PTEROPODIDAE_CHIROPTERA	3613529	gbif:7642785	ncbi:1497438	Casinycteris ophiodon
Castor canadensis	Castor_canadensis_CASTORIDAE_RODENTIA	886085	gbif:2439838	ncbi:51338	Castor canadensis taylori,Castor canadensis caecator,Castor canadensis texensis,Castor subauratus shastensis,Castor canadensis duchesnei,Castor canadensis repentinus,Castor canadensis concisor,Castor canadensis rostralis,Castor canadensis mexicanus,Castor canadensis baileyi,Castor canadensis idoneus,Castor canadensis leucodontus,Castor canadensis canadensis,Castor canadensis phaeus,Castor canadensis michiganensis,Castor canadensis pallidus,Castor canadensis acadicus,Castor canadensis frondator,Castor canadensis labradorensis,Castor canadensis carolinensis,Castor canadensis sagittatus,Castor subauratus subauratus,Castor canadensis missouriensis,Castor canadensis belugae,Castor caecator
Castor fiber	Castor_fiber_CASTORIDAE_RODENTIA	1048188	gbif:4409131	ncbi:10185	Castor vistulanus,Castor plicidens,Castor praefiber,Castor fiber fiber,Castor fiber vistulanus,Castor fiber tuvinicus,Castor fiber albicus,Castor fiber pohlei,Castor fiber orientoeuropaeus,Castor fiber birulai,Castor fiber galliae,Castor fiber belorussicus,Castor variegatus,Castor gallicus,Castor niger,Castor albus,Castor galliae,Castor fulvus,Castor proprius,Castor albicus,Castor solitarius,Castor balticus
Catagonus wagneri	Catagonus_wagneri_TAYASSUIDAE_CETARTIODACTYLA	488614	gbif:2440998	ncbi:51154	
Catopuma badia	Catopuma_badia_FELIDAE_CARNIVORA	763032	gbif:5787235gbif:2435093	ncbi:61454	Pardofelis badia,Felis badia,? badia
Catopuma temminckii	Catopuma_temminckii_FELIDAE_CARNIVORA	763025	gbif:2435094	ncbi:61455	Felis temminckii,Pardofelis temminckii,Profelis temmincki,Profelis temminckii,Felis temmincki mitchelli
Cavia aperea	Cavia_aperea_CAVIIDAE_RODENTIA	152034	gbif:5219704	ncbi:37548	
Cavia fulgida	Cavia_fulgida_CAVIIDAE_RODENTIA	236059	gbif:5219706	ncbi:717921	Cavia rufescens
Cavia magna	Cavia_magna_CAVIIDAE_RODENTIA	572994	gbif:5219703	ncbi:297387	
Cavia patzelti	Cavia_patzelti_CAVIIDAE_RODENTIA	236057		ncbi:717920	Cavia aperea patzelti
Cavia porcellus	Cavia_porcellus_CAVIIDAE_RODENTIA	744000	gbif:5219702	ncbi:10141	Cavia aperea porcellus,Cavia cobaya,Mus porcellus
Cavia tschudii	Cavia_tschudii_CAVIIDAE_RODENTIA	67363	gbif:5219705	ncbi:143287	
Cebuella pygmaea	Cebuella_pygmaea_CALLITRICHIDAE_PRIMATES	489225	gbif:4827382	ncbi:9493	Cebuella pygmaea
Cebus albifrons	Cebus_albifrons_CEBIDAE_PRIMATES	197032		ncbi:9514	
Cebus capucinus	Cebus_capucinus_CEBIDAE_PRIMATES	217252	gbif:2436637	ncbi:9516	Cebus albulus,Cebus capucinus nigripectus,Cebus capucinus albulus,Cebus capucinus imitator,Cebus capucinus limitaneus,Simia capucinus albulus,Simia capucina,Cebus curtus,Cebus hypoleucus
Cebus olivaceus	Cebus_olivaceus_CEBIDAE_PRIMATES	913293	gbif:2436638	ncbi:37295	Cebus nigrivittatus,Cebus castaneus,Cebus annellatus,Cebus capucinus leporinus,Cebus apiculatus
Centronycteris centralis	Centronycteris_centralis_EMBALLONURIDAE_CHIROPTERA	432531	gbif:4265249	ncbi:463805	
Centronycteris maximiliani	Centronycteris_maximiliani_EMBALLONURIDAE_CHIROPTERA	846879	gbif:2433136	ncbi:461398	Vespertilio maximiliani
Centurio senex	Centurio_senex_PHYLLOSTOMIDAE_CHIROPTERA	351782	gbif:2433148	ncbi:27644	
Cephalophus adersi	Cephalophus_adersi_BOVIDAE_CETARTIODACTYLA	436159	gbif:2441165	ncbi:129222	
Cephalophus callipygus	Cephalophus_callipygus_BOVIDAE_CETARTIODACTYLA	436161	gbif:2441170	ncbi:129223	
Cephalophus dorsalis	Cephalophus_dorsalis_BOVIDAE_CETARTIODACTYLA	1054624	gbif:2441158	ncbi:97360	
Cephalophus harveyi	Cephalophus_harveyi_BOVIDAE_CETARTIODACTYLA	436149		ncbi:129224	
Cephalophus jentinki	Cephalophus_jentinki_BOVIDAE_CETARTIODACTYLA	436151	gbif:2441159	ncbi:129225	
Cephalophus leucogaster	Cephalophus_leucogaster_BOVIDAE_CETARTIODACTYLA	603124	gbif:2441167	ncbi:70738	
Cephalophus natalensis	Cephalophus_natalensis_BOVIDAE_CETARTIODACTYLA	401074	gbif:2441168	ncbi:69299	
Cephalophus niger	Cephalophus_niger_BOVIDAE_CETARTIODACTYLA	436153	gbif:2441157	ncbi:129226	
Cephalophus nigrifrons	Cephalophus_nigrifrons_BOVIDAE_CETARTIODACTYLA	436155	gbif:2441154	ncbi:129227	
Cephalophus ogilbyi	Cephalophus_ogilbyi_BOVIDAE_CETARTIODACTYLA	436163	gbif:2441169	ncbi:129228	
Cephalophus rufilatus	Cephalophus_rufilatus_BOVIDAE_CETARTIODACTYLA	962019	gbif:2441161	ncbi:129230	
Cephalophus silvicultor	Cephalophus_silvicultor_BOVIDAE_CETARTIODACTYLA	380144	gbif:2441163	ncbi:50347	Cephalophus sylvicultor,Antilope silvicultrix
Cephalophus spadix	Cephalophus_spadix_BOVIDAE_CETARTIODACTYLA	962017	gbif:2441156	ncbi:129231	
Cephalophus weynsi	Cephalophus_weynsi_BOVIDAE_CETARTIODACTYLA	962015	gbif:2441162	ncbi:129232	
Cephalophus zebra	Cephalophus_zebra_BOVIDAE_CETARTIODACTYLA	962013	gbif:2441164	ncbi:129233	
Cephalorhynchus commersonii	Cephalorhynchus_commersonii_DELPHINIDAE_CETARTIODACTYLA	1094144	gbif:8697392	ncbi:103582	Cephalorhynchus commersoni,Lagenorhynchus burmeisteri,Phocoena commersonii,Lagenorhynchus floweri,Delphinus commersonii
Cephalorhynchus eutropia	Cephalorhynchus_eutropia_DELPHINIDAE_CETARTIODACTYLA	251469	gbif:5220042	ncbi:27608	Furcio eutropia,Delphinus eutropia,Cephalorhynchus panope,Cephalorhynchus albiventris,Delphinus lunatus,Cephalorhynchus obtusata,Cephalorhynchus platyrrhinus,Phocaena lunata,Phocoena obtusata,Tursio albiventris,Eutropia dickiei,Tursio platyrrhinus,Eutropia dickii,Tursio eutropia,Phocaena obtusata,Phocaena albiventris
Cephalorhynchus heavisidii	Cephalorhynchus_heavisidii_DELPHINIDAE_CETARTIODACTYLA	860906	gbif:5220041	ncbi:103583	Grampus headivisii,Delphinus heavisidii,Delphinus capensis,Delphinus tridens,Cephalorhynchus heavisidei,Delphinus hastatus,Phocaena capensis,Delphinus cephalorhynchus,Eutropia heavisidii,Tursio heavisidii,Orca capensis
Cephalorhynchus hectori	Cephalorhynchus_hectori_DELPHINIDAE_CETARTIODACTYLA	418486	gbif:5220033	ncbi:37035	Cephalorhynchus albifrons,Cephalorhynchus maui,Electra hectori,Electra clancula
Ceratotherium simum	Ceratotherium_simum_RHINOCEROTIDAE_PERISSODACTYLA	1034198	gbif:2440880	ncbi:9807	Ceratotherium simum simum,Rhinoceros camus,Rhinoceros simus,Rhinoceros burchellii
Cercartetus caudatus	Cercartetus_caudatus_BURRAMYIDAE_DIPROTODONTIA	277691	gbif:2440229	ncbi:38602	Dromicia caudata
Cercartetus concinnus	Cercartetus_concinnus_BURRAMYIDAE_DIPROTODONTIA	810548	gbif:2440233	ncbi:190651	Dromicia concinna
Cercartetus lepidus	Cercartetus_lepidus_BURRAMYIDAE_DIPROTODONTIA	810556	gbif:2440232	ncbi:190652	Dromicia lepida
Cercartetus nanus	Cercartetus_nanus_BURRAMYIDAE_DIPROTODONTIA	810555	gbif:2440226	ncbi:190653	Phalangista nana
Cercocebus agilis	Cercocebus_agilis_CERCOPITHECIDAE_PRIMATES	363077	gbif:2436546	ncbi:255237	Cercopithecus agilis,Cercocebus hagenbecki,Cercocebus oberlaenderi,Cercocebus fumosus
Cercocebus atys	Cercocebus_atys_CERCOPITHECIDAE_PRIMATES	268349	gbif:7262035	ncbi:9531	Cercocebus torquatus atys,Cercocebus atys lunulatus,Cercocebus lunulatus,Cercocebus atys atys,Cercopithecus lunulatus,Cercocebus fuliginosus,Cercocebus aethiopicus
Cercocebus chrysogaster	Cercocebus_chrysogaster_CERCOPITHECIDAE_PRIMATES	554545	gbif:4267135	ncbi:75569	Cercocebus agilis chrysogaster,Cercocebus galeritus chrysogaster
Cercocebus torquatus	Cercocebus_torquatus_CERCOPITHECIDAE_PRIMATES	268353	gbif:2436544	ncbi:9530	Simia aethiops torquatus,Cercocebus collaris,Cercocebus crossi
Cercopithecus ascanius	Cercopithecus_ascanius_CERCOPITHECIDAE_PRIMATES	203184	gbif:5219569	ncbi:36223	
Cercopithecus campbelli	Cercopithecus_campbelli_CERCOPITHECIDAE_PRIMATES	140251	gbif:5219582	ncbi:303588	Cercopithecus mona monella,Cercopithecus temminickii,Cercopithecus burnettii
Cercopithecus cephus	Cercopithecus_cephus_CERCOPITHECIDAE_PRIMATES	268334	gbif:5219570	ncbi:9535	Simia cephus
Cercopithecus diana	Cercopithecus_diana_CERCOPITHECIDAE_PRIMATES	203187	gbif:5219576	ncbi:36224	Cercopithecus diana ignita,Simia faunus,Simia diana
Cercopithecus dryas	Cercopithecus_dryas_CERCOPITHECIDAE_PRIMATES	3607607	gbif:5219583	ncbi:1137048	Cercopithecus salongo
Cercopithecus erythrogaster	Cercopithecus_erythrogaster_CERCOPITHECIDAE_PRIMATES	179316	gbif:5219571	ncbi:161496	
Cercopithecus erythrotis	Cercopithecus_erythrotis_CERCOPITHECIDAE_PRIMATES	623302	gbif:5219577	ncbi:167130	
Cercopithecus hamlyni	Cercopithecus_hamlyni_CERCOPITHECIDAE_PRIMATES	268332	gbif:5219584	ncbi:9536	Cercopithecus leucampyx aurora,Cercopithecus hamlyni kahuziensis,Cercopithecus hamlyni hamlyni
Cercopithecus lhoesti	Cercopithecus_lhoesti_CERCOPITHECIDAE_PRIMATES	954691	gbif:7416027	ncbi:100224	Cercopithecus lhoesti,Chlorocebus lhoesti,Cercopithecus thomasi rutschuricus,Cercopithecus thomasi
Cercopithecus mitis	Cercopithecus_mitis_CERCOPITHECIDAE_PRIMATES	203191	gbif:5219578	ncbi:36225	
Cercopithecus mona	Cercopithecus_mona_CERCOPITHECIDAE_PRIMATES	918231	gbif:5219566	ncbi:36226	Pithecia guapo,Pithecia monachus monachus,Simia monacha,Pithecia monachus
Cercopithecus neglectus	Cercopithecus_neglectus_CERCOPITHECIDAE_PRIMATES	918233	gbif:5219567	ncbi:36227	Cercopithecus brazzae uellensis,Cercopithecus neglectus brazziformis,Cercopithecus brazzae,Cercopithecus ezrae
Cercopithecus nictitans	Cercopithecus_nictitans_CERCOPITHECIDAE_PRIMATES	203154	gbif:5219573	ncbi:36228	Simia nictitans
Cercopithecus petaurista	Cercopithecus_petaurista_CERCOPITHECIDAE_PRIMATES	949841	gbif:5219579	ncbi:100487	
Cercopithecus pogonias	Cercopithecus_pogonias_CERCOPITHECIDAE_PRIMATES	80548	gbif:5219574	ncbi:102108	
Cercopithecus preussi	Cercopithecus_preussi_CERCOPITHECIDAE_PRIMATES	283455	gbif:8238140	ncbi:147649	Cercopithecus preussi
Cercopithecus solatus	Cercopithecus_solatus_CERCOPITHECIDAE_PRIMATES	807150	gbif:7583919	ncbi:147650	Cercopithecus solatus,Chlorocebus solatus
Cerdocyon thous	Cerdocyon_thous_CANIDAE_CARNIVORA	821960	gbif:2434584	ncbi:9620	Dusicyon thous,Canis thous
Cerradomys akroai	Cerradomys_akroai_CRICETIDAE_RODENTIA	5852615		ncbi:1630329	Cerradomys acroai
Cerradomys goytaca	Cerradomys_goytaca_CRICETIDAE_RODENTIA	5852614	gbif:7937531	ncbi:1630330	
Cerradomys langguthi	Cerradomys_langguthi_CRICETIDAE_RODENTIA	5852613	gbif:7658839	ncbi:1630327	
Cerradomys maracajuensis	Cerradomys_maracajuensis_CRICETIDAE_RODENTIA	315208	gbif:5786902	ncbi:132257	Oryzomys maracajuensis,Oryzomys sp. MN44178
Cerradomys marinhus	Cerradomys_marinhus_CRICETIDAE_RODENTIA	315202	gbif:5786900	ncbi:132258	Oryzomys marinhus,Oryzomys sp. Fazenda Jucurutu
Cerradomys scotti	Cerradomys_scotti_CRICETIDAE_RODENTIA	315211	gbif:5786901	ncbi:132256	Oryzomys scotti,Oryzomys sp. Fazenda Fiandeira
Cerradomys subflavus	Cerradomys_subflavus_CRICETIDAE_RODENTIA	570191	gbif:5786899	ncbi:37022	Oryzomys subflavus,? subflavus
Cerradomys vivoi	Cerradomys_vivoi_CRICETIDAE_RODENTIA	5852612	gbif:8259094	ncbi:1630328	
Cervus albirostris	Cervus_albirostris_CERVIDAE_CETARTIODACTYLA	345531	gbif:7447820	ncbi:1088058	Cervus albirostris,Przewalskium albirostre
Cervus elaphus	Cervus_elaphus_CERVIDAE_CETARTIODACTYLA	936014	gbif:2440958	ncbi:9860	Cervus albifrons,Cervus elaphus carpathicus,Cervus minor,Cervus hippelaphus,Cervus merriami,Cervus montanus,Cervus elaphus tauricus,Cervus varius,Cervus albicus,Cervus albus,Cervus mediterraneus,Cervus saxonicus,Cervus vulgaris,Cervus balticus,Cervus germanicus,Cervus hispanicus,Cervus scoticus,Cervus neglectus,Cervus atlanticus,Cervus rhenanus,Cervus typicus
Cervus nippon	Cervus_nippon_CERVIDAE_CETARTIODACTYLA	754809	gbif:2440954	ncbi:9863	
Chaerephon ansorgei	Chaerephon_ansorgei_MOLOSSIDAE_CHIROPTERA	999061	gbif:5218722	ncbi:256042	Nyctinomus ansorgei
Chaerephon atsinanana	Chaerephon_atsinanana_MOLOSSIDAE_CHIROPTERA	482058	gbif:8280249	ncbi:797723	Chaerephon sp. TTN-2010a
Chaerephon chapini	Chaerephon_chapini_MOLOSSIDAE_CHIROPTERA	661833	gbif:5218723	ncbi:288697	
Chaerephon jobensis	Chaerephon_jobensis_MOLOSSIDAE_CHIROPTERA	661824	gbif:5218719	ncbi:288699	Nyctinomus jobensis
Chaerephon nigeriae	Chaerephon_nigeriae_MOLOSSIDAE_CHIROPTERA	661827	gbif:5218711	ncbi:288698	Tadarida nigeriae
Chaerephon plicatus	Chaerephon_plicatus_MOLOSSIDAE_CHIROPTERA	682737	gbif:5787361gbif:5707214	ncbi:478698	Tadarida plicata,Tadarida plicatus,Chaerephon plicata
Chaerephon pumilus	Chaerephon_pumilus_MOLOSSIDAE_CHIROPTERA	1079628	gbif:5707216	ncbi:242384	Chaerephon pumila,Dysopes pumilus
Chaeropus ecaudatus	Chaeropus_ecaudatus_CHAEROPODIDAE_PERAMELEMORPHIA	365069	gbif:5219454	ncbi:92649	Chaeropus castanotis,Perameles ecaudatus,Chaeropus occidentalis
Chaetodipus arenarius	Chaetodipus_arenarius_HETEROMYIDAE_RODENTIA	632596	gbif:2439598	ncbi:142641	Perognathus arenarius
Chaetodipus artus	Chaetodipus_artus_HETEROMYIDAE_RODENTIA	764434	gbif:2439599	ncbi:145406	Perognathus artus
